Van der Pol Oscillator – Simulation Results
-----------------------------------------
mu = 1, dt = 0.01, final time = 20

t	 y(real)
1563	 -1.956268
1564	 -1.963257
1565	 -1.969849
1566	 -1.976044
1567	 -1.981857
1568	 -1.987289
1569	 -1.992355
1570	 -1.997070
1571	 -2.001434
1572	 -2.005463
1573	 -2.009155
1574	 -2.012527
1575	 -2.015594
1576	 -2.018356
1577	 -2.020813
1578	 -2.022995
1579	 -2.024902
1580	 -2.026535
1581	 -2.027908
1582	 -2.029022
1583	 -2.029892
1584	 -2.030533
1585	 -2.030945
1586	 -2.031128
1587	 -2.031097
1588	 -2.030853
1589	 -2.030411
1590	 -2.029770
1591	 -2.028946
1592	 -2.027939
1593	 -2.026749
1594	 -2.025391
1595	 -2.023865
1596	 -2.022186
1597	 -2.020355
1598	 -2.018372
1599	 -2.016235
1600	 -2.013962
1601	 -2.011551
1602	 -2.009018
1603	 -2.006348
1604	 -2.003555
1605	 -2.000656
1606	 -1.997635
1607	 -1.994507
1608	 -1.991272
1609	 -1.987930
1610	 -1.984482
1611	 -1.980927
1612	 -1.977280
1613	 -1.973541
1614	 -1.969711
1615	 -1.965790
1616	 -1.961792
1617	 -1.957703
1618	 -1.953537
1619	 -1.949295
1620	 -1.944977
1621	 -1.940582
1622	 -1.936111
1623	 -1.931564
1624	 -1.926956
1625	 -1.922272
1626	 -1.917526
1627	 -1.912720
1628	 -1.907852
1629	 -1.902908
1630	 -1.897919
1631	 -1.892868
1632	 -1.887756
1633	 -1.882584
1634	 -1.877350
1635	 -1.872070
1636	 -1.866730
1637	 -1.861343
1638	 -1.855896
1639	 -1.850403
1640	 -1.844849
1641	 -1.839249
1642	 -1.833603
1643	 -1.827911
1644	 -1.822174
1645	 -1.816376
1646	 -1.810532
1647	 -1.804642
1648	 -1.798706
1649	 -1.792725
1650	 -1.786697
1651	 -1.780624
1652	 -1.774506
1653	 -1.768341
1654	 -1.762131
1655	 -1.755890
1656	 -1.749603
1657	 -1.743271
1658	 -1.736893
1659	 -1.730469
1660	 -1.723999
1661	 -1.717484
1662	 -1.710938
1663	 -1.704346
1664	 -1.697708
1665	 -1.691025
1666	 -1.684296
1667	 -1.677536
1668	 -1.670731
1669	 -1.663879
1670	 -1.656982
1671	 -1.650040
1672	 -1.643051
1673	 -1.636017
1674	 -1.628952
1675	 -1.621841
1676	 -1.614685
1677	 -1.607483
1678	 -1.600235
1679	 -1.592941
1680	 -1.585602
1681	 -1.578217
1682	 -1.570786
1683	 -1.563309
1684	 -1.555786
1685	 -1.548218
1686	 -1.540604
1687	 -1.532944
1688	 -1.525238
1689	 -1.517487
1690	 -1.509689
1691	 -1.501831
1692	 -1.493927
1693	 -1.485977
1694	 -1.477982
1695	 -1.469925
1696	 -1.461823
1697	 -1.453674
1698	 -1.445465
1699	 -1.437210
1700	 -1.428894
1701	 -1.420532
1702	 -1.412109
1703	 -1.403641
1704	 -1.395111
1705	 -1.386536
1706	 -1.377899
1707	 -1.369202
1708	 -1.360443
1709	 -1.351624
1710	 -1.342758
1711	 -1.333832
1712	 -1.324844
1713	 -1.315796
1714	 -1.306686
1715	 -1.297501
1716	 -1.288254
1717	 -1.278946
1718	 -1.269577
1719	 -1.260132
1720	 -1.250626
1721	 -1.241058
1722	 -1.231415
1723	 -1.221695
1724	 -1.211914
1725	 -1.202057
1726	 -1.192123
1727	 -1.182114
1728	 -1.172043
1729	 -1.161896
1730	 -1.151672
1731	 -1.141357
1732	 -1.130966
1733	 -1.120499
1734	 -1.109955
1735	 -1.099319
1736	 -1.088608
1737	 -1.077805
1738	 -1.066925
1739	 -1.055954
1740	 -1.044891
1741	 -1.033737
1742	 -1.022491
1743	 -1.011154
1744	 -0.999725
1745	 -0.988190
1746	 -0.976562
1747	 -0.964844
1748	 -0.953018
1749	 -0.941086
1750	 -0.929062
1751	 -0.916931
1752	 -0.904694
1753	 -0.892349
1754	 -0.879898
1755	 -0.867325
1756	 -0.854645
1757	 -0.841843
1758	 -0.828934
1759	 -0.815903
1760	 -0.802750
1761	 -0.789474
1762	 -0.776077
1763	 -0.762558
1764	 -0.748901
1765	 -0.735123
1766	 -0.721207
1767	 -0.707153
1768	 -0.692963
1769	 -0.678635
1770	 -0.664169
1771	 -0.649567
1772	 -0.634811
1773	 -0.619919
1774	 -0.604874
1775	 -0.589676
1776	 -0.574326
1777	 -0.558823
1778	 -0.543167
1779	 -0.527344
1780	 -0.511368
1781	 -0.495224
1782	 -0.478912
1783	 -0.462433
1784	 -0.445786
1785	 -0.428955
1786	 -0.411957
1787	 -0.394775
1788	 -0.377411
1789	 -0.359863
1790	 -0.342133
1791	 -0.324219
1792	 -0.306122
1793	 -0.287827
1794	 -0.269348
1795	 -0.250671
1796	 -0.231796
1797	 -0.212723
1798	 -0.193451
1799	 -0.173981
1800	 -0.154312
1801	 -0.134430
1802	 -0.114349
1803	 -0.094055
1804	 -0.073547
1805	 -0.052841
1806	 -0.031921
1807	 -0.010788
1808	 0.010559
1809	 0.032120
1810	 0.053894
1811	 0.075882
1812	 0.098068
1813	 0.120468
1814	 0.143082
1815	 0.165909
1816	 0.188950
1817	 0.212189
1818	 0.235641
1819	 0.259293
1820	 0.283142
1821	 0.307190
1822	 0.331436
1823	 0.355865
1824	 0.380478
1825	 0.405273
1826	 0.430252
1827	 0.455399
1828	 0.480713
1829	 0.506180
1830	 0.531799
1831	 0.557571
1832	 0.583481
1833	 0.609512
1834	 0.635666
1835	 0.661926
1836	 0.688293
1837	 0.714752
1838	 0.741287
1839	 0.767899
1840	 0.794556
1841	 0.821259
1842	 0.847992
1843	 0.874741
1844	 0.901489
1845	 0.928223
1846	 0.954941
1847	 0.981613
1848	 1.008224
1849	 1.034760
1850	 1.061203
1851	 1.087540
1852	 1.113754
1853	 1.139832
1854	 1.165741
1855	 1.191483
1856	 1.217026
1857	 1.242355
1858	 1.267456
1859	 1.292313
1860	 1.316910
1861	 1.341217
1862	 1.365234
1863	 1.388931
1864	 1.412308
1865	 1.435333
1866	 1.458008
1867	 1.480316
1868	 1.502228
1869	 1.523743
1870	 1.544846
1871	 1.565521
1872	 1.585770
1873	 1.605576
1874	 1.624924
1875	 1.643814
1876	 1.662247
1877	 1.680191
1878	 1.697662
1879	 1.714645
1880	 1.731140
1881	 1.747147
1882	 1.762665
1883	 1.777679
1884	 1.792206
1885	 1.806244
1886	 1.819778
1887	 1.832825
1888	 1.845383
1889	 1.857452
1890	 1.869049
1891	 1.880173
1892	 1.890823
1893	 1.901001
1894	 1.910721
1895	 1.919998
1896	 1.928818
1897	 1.937210
1898	 1.945175
1899	 1.952713
1900	 1.959839
1901	 1.966553
1902	 1.972870
1903	 1.978806
1904	 1.984360
1905	 1.989548
1906	 1.994370
1907	 1.998840
1908	 2.002975
1909	 2.006775
1910	 2.010254
1911	 2.013412
1912	 2.016266
1913	 2.018829
1914	 2.021103
1915	 2.023087
1916	 2.024796
1917	 2.026245
1918	 2.027435
1919	 2.028381
1920	 2.029083
1921	 2.029556
1922	 2.029800
1923	 2.029831
1924	 2.029648
1925	 2.029266
1926	 2.028687
1927	 2.027924
1928	 2.026962
1929	 2.025833
1930	 2.024521
1931	 2.023041
1932	 2.021408
1933	 2.019608
1934	 2.017670
1935	 2.015579
1936	 2.013351
1937	 2.010986
1938	 2.008484
1939	 2.005844
1940	 2.003082
1941	 2.000198
1942	 1.997208
1943	 1.994095
1944	 1.990875
1945	 1.987549
1946	 1.984116
1947	 1.980591
1948	 1.976959
1949	 1.973236
1950	 1.969421
1951	 1.965515
1952	 1.961533
1953	 1.957458
1954	 1.953308
1955	 1.949066
1956	 1.944748
1957	 1.940353
1958	 1.935898
1959	 1.931366
1960	 1.926758
1961	 1.922089
1962	 1.917343
1963	 1.912537
1964	 1.907669
1965	 1.902740
1966	 1.897751
1967	 1.892700
1968	 1.887589
1969	 1.882416
1970	 1.877182
1971	 1.871902
1972	 1.866562
1973	 1.861160
1974	 1.855713
1975	 1.850220
1976	 1.844666
1977	 1.839066
1978	 1.833420
1979	 1.827713
1980	 1.821960
1981	 1.816162
1982	 1.810318
1983	 1.804428
1984	 1.798492
1985	 1.792511
1986	 1.786484
1987	 1.780411
1988	 1.774292
1989	 1.768127
1990	 1.761917
1991	 1.755661
1992	 1.749359
1993	 1.743011
1994	 1.736618
1995	 1.730179
1996	 1.723709
1997	 1.717194
1998	 1.710632
1999	 1.704025

Simulation finished.
